Sat.ElapsedDays           Sat.A1Gregorian            Sat.SunICRF.VX            Sat.SunICRF.VY            Sat.SunICRF.VZ            Sat.SunICRF.X             Sat.SunICRF.Y             Sat.SunICRF.Z             Mars.SunICRF.VX           Mars.SunICRF.VY           Mars.SunICRF.VZ           Mars.SunICRF.X            Mars.SunICRF.Y            Mars.SunICRF.Z            Earth.SunICRF.VX          Earth.SunICRF.VY          Earth.SunICRF.VZ          Earth.SunICRF.X           Earth.SunICRF.Y           Earth.SunICRF.Z           
31.96018739583451         20 Aug 2023 23:03:17.225   15.41095851598606         22.72910040811274         9.941931559025633         127198671.8016479         -75162215.69529003        -32457729.80997067        6.127598818228972         -19.56984578836913        -9.141597174670389        -238542866.6993827        -50214153.10054423        -16596096.15836456        15.58251566082428         22.91868262522104         9.936054513112753         127452970.7602718         -74926968.77119774        -32480972.06213509        
32.96018739583451         21 Aug 2023 23:03:17.225   14.98314229250585         22.96740580730108         10.04784057945314         128511730.7811551         -73188080.94472915        -31594151.67022353        6.315027065155896         -19.529683221723          -9.128232230868155        -238005344.1391962        -51903262.72598347        -17385357.49749839        15.15636260041457         23.16221364553911         10.04163569604949         128780922.5101277         -72936224.2713573         -31617913.8736894         
33.78688528935163         22 Aug 2023 18:53:43.923   14.62595661616259         23.15959944501346         10.13328893258974         129569189.6008894         -71540705.01051179        -30873404.50723071        6.469852990362003         -19.49543375065591        -9.116699899340308        -237548752.5719683        -53296985.98026851        -18036947.95642229        14.80076183820306         23.35830385517678         10.12660655915546         129850809.1198786         -71274792.46161589        -30897625.86123516        
33.78688528935527         22 Aug 2023 18:53:43.923   14.62595661616182         23.15959944501389         10.13328893258993         129569189.6008916         -71540705.01050809        -30873404.50722919        6.469852990362686         -19.49543375065576        -9.116699899340256        -237548752.5719663        -53296985.98027463        -18036947.95642516        14.80076183820149         23.35830385517763         10.12660655915583         129850809.1198833         -71274792.46160853        -30897625.86123198        
34.78688528935527         23 Aug 2023 18:53:43.923   14.19065111382242         23.38579063249349         10.23389364432548         130814099.509677          -69529897.50782856        -29993521.76448815        6.656980295145113         -19.45273631159087        -9.102164153455675        -236981672.0960693        -54979556.89930914        -18824007.8749935         14.36682161058089         23.58913172728504         10.22657529741108         131110877.9250102         -69246612.90643831        -30018346.12292515        
35.78688528935527         24 Aug 2023 18:53:43.923   13.75089695166087         23.60547351306092         10.3316489808096          132021206.0542215         -67499827.75036225        -29105069.6569553         6.843927765414291         -19.40864874579689        -9.086985924905189        -236398431.5170678        -56658378.72466014        -19609784.07263788        13.92894925815795         23.81297022693896         10.32345528755214         132333282.7108181         -67198791.7439113         -29130562.52927383        
36.78688528935527         25 Aug 2023 18:53:43.923   13.30680264185296         23.81857870493124         10.42652405583666         133190129.5368623         -65451061.08152118        -28208295.73116015        7.030684643531066         -19.36316936771951        -9.071164139316439        -235799046.8472611        -58333331.28653739        -20394220.84676856        13.48738065456069         24.02983185638789         10.4172548271716          133517693.9443696         -65131932.57988597        -28234541.74381177        
37.78688528935527         26 Aug 2023 18:53:43.923   12.85847774759923         24.02503816014069         10.51848859807412         134320499.697693          -63384168.753858          -27303450.16738531        7.217240111233864         -19.3162965200366         -9.054697751216114        -235183535.0204946        -60004294.25581048        -21177262.57988717        13.04234154736499         24.23976616688318         10.50800241859831         134663802.1514916         -63046636.35145051        -27330548.85730826        
38.61358319444116         27 Aug 2023 14:44:10.622   12.48473279052418         24.19065230672364         10.59229672418456         135225607.1866197         -61662197.54367977        -26549501.3732431         7.371305308119686         -19.27649352159764        -9.040597575014708        -234662528.3328191        -61382577.74260303        -21823508.61657222        12.67195053806837         24.40815046719364         10.58075450838416         135582158.6491448         -61309228.68562566        -26577386.6808368         
38.6135831944448          27 Aug 2023 14:44:10.622   12.48473279052269         24.19065230672429         10.59229672418485         135225607.1866232         -61662197.5436729         -26549501.37324009        7.371305308120365         -19.27649352159746        -9.04059757501464         -234662528.3328168        -61382577.74260909        -21823508.61657506        12.67195053806673         24.40815046719437         10.58075450838447         135582158.6491487         -61309228.68561799        -26577386.68083347        
39.6135831944448          28 Aug 2023 14:44:10.622   12.02992691335159         24.38450071442776         10.67873482290102         136284669.0551881         -59563702.00503021        -25630571.43629705        7.557464717048558         -19.22707107116036        -9.02295103876768         -234017603.8563926        -63045941.80685558        -22603858.30523789        12.22104794779998         24.605687295477           10.66607396085819         136657558.3868309         -59191782.9082072         -25659502.86464454        
40.6135831944448          29 Aug 2023 14:44:10.622   11.57120623543342         24.57151807807604         10.76217988444587         137304265.7728388         -57448752.61865178        -24704302.2450613         7.743391783778204         -19.17625067936817        -9.004657005264507        -233356605.1537016        -64704975.41576553        -23382655.42123684        11.76708719392546         24.79662742181257         10.74853344503619         137693867.7051646         -57057555.96272314        -24734371.51825589        
41.6135831944448          30 Aug 2023 14:44:10.622   11.10868475408838         24.75164128697439         10.84260381128793         138284064.0255571         -55317942.30831709        -23770953.6022784         7.929075435311478         -19.12403083377149        -8.985714495034399        -232679552.7683396        -66359557.69969143        -24159844.11582672        11.31007173075928         24.98110238422872         10.82821488926918         138690823.1530694         -54907111.91826618        -23802236.11560387        
42.6135831944448          31 Aug 2023 14:44:10.622   10.64247747982237         24.92480861055148         10.91997912503052         139223740.3761041         -53171869.37436832        -22830787.84166951        8.114504523980504         -19.07041005611854        -8.966122565823493        -231986468.2193374        -68009567.63889632        -24935368.35829299        10.84992664700254         25.159199452818           10.9051800228597          139648158.0451862         -52741005.12148286        -22863333.91348394        
43.44028108796556         01 Sep 2023 10:34:37.320   10.25436440140475         25.06267057523274         10.98162407704116         139970050.9229797         -51386620.41331265        -22048595.66876881        8.267598169267899         -19.02502306375691        -8.949434934866995        -231401407.3525356        -69370088.8150733         -25575195.78811224        10.46707495914178         25.30162879043471         10.96677488204439         140409473.0413323         -50938853.98090866        -22082202.18739645        
44.44028108796556         02 Sep 2023 10:34:37.320   9.783473523853022         25.22460853628338         11.05928384397349         140835710.1110092         -49214158.83956703        -21096406.10052752        8.452533232258009         -18.96883957253806        -8.928654256030162        -230679095.6490947        -71011433.74709618        -26347534.09979578        10.00088788181515         25.46805244888999         11.03881041378458         141293713.678365          -48745557.14767843        -21131541.34180782        
45.44028108796556         03 Sep 2023 10:34:37.320   9.309227020743            25.37942317505977         11.1338186887411          141660538.5110882         -47028013.16895869        -20137641.47606761        8.63718184716868          -18.91125126670971        -8.907221455451319        -229940817.8521421        -72647863.7862412         -27118048.65965106        9.531236129769548         25.62793247585612         11.10808872091602         142137526.6341121         -46538162.88546246        -20174775.18460901        
46.44028108796556         04 Sep 2023 10:34:37.320   8.83174353083888          25.52705751485795         11.205201667864           142444251.3246632         -44828801.31970795        -19172572.90232208        8.821532605778158         -18.85225684664666        -8.885135631105999        -229186599.1891097        -74279257.4954696         -27886683.21752951        9.058073403178328         25.78109136805233         11.17452845904678         142940610.1127945         -44317243.97725797        -19212145.24593033        
47.44028108796556         05 Sep 2023 10:34:37.320   8.351142822207565         25.66745593053956         11.27340646201643         143186574.0368403         -42617146.05282781        -18201473.94446608        9.005574021879243         -18.79185504685274        -8.862395933016257        -228416465.8968428        -75905493.27902254        -28653381.39877877        8.581417427356534         25.92733102924163         11.23803431856292         143702661.0777715         -42083389.60095381        -18243900.94626499        
48.26697899305509         06 Sep 2023 06:25:04.019   7.951563491896842         25.77802079633127         11.32737315760846         143768810.2755714         -40779826.00620026        -17394311.3050039         9.157478879852402         -18.74085748137401        -8.843102755314424        -227767801.1064488        -77245917.87509587        -29285706.84181086        8.184780868803525         26.04286243265998         11.28824994832833         144301451.9204479         -40227330.64227036        -17439399.37111898        
48.26697899305873         06 Sep 2023 06:25:04.019   7.951563491895499         25.77802079633165         11.32737315760865         143768810.2755734         -40779826.006194          -17394311.30500117        9.15747887985307          -18.74085748137378        -8.843102755314337        -227767801.1064459        -77245917.87510177        -29285706.84181364        8.184780868801777         26.04286243266047         11.28824994832855         144301451.9204505         -40227330.64226217        -17439399.37111543        
49.26697899305873         07 Sep 2023 06:25:04.019   7.466230423773181         25.90505193080479         11.3896909858097          144434879.379303          -38547064.25341403        -16412910.86390979        9.340925326974302         -18.67788174606276        -8.81916643491809         -226968667.6222           -78862417.52743021        -30048721.69206342        7.701967079636966         26.17596553595683         11.34614942557562         144987782.8864208         -37971424.30364977        -16461570.66570566        
50.26697899305873         08 Sep 2023 06:25:04.019   6.978125011014789         26.02469736285996         11.44875930240731         145058895.0467432         -36303645.71675272        -15426266.36285091        9.524029576744262         -18.61349536681219        -8.794573836328329        -226153699.0685079        -80473415.16121344        -30809640.01599166        7.215971592755785         26.30163431336609         11.40085677871574         145632260.1781336         -35704337.899423          -15478876.76518008        
51.26697899305873         09 Sep 2023 06:25:04.019   6.487371583894098         26.13690674485862         11.50455403337253         145640623.1123643         -34050210.70514954        -14434659.59201334        9.706779868722711         -18.54769728258499        -8.769324152233429        -225322925.5156099        -82078788.86001953        -31568405.07684559        6.726957268901346         26.41972044844294         11.45229606657891         146234615.8173596         -33426720.28679071        -14491596.79808407        
52.26697899305873         10 Sep 2023 06:25:04.019   5.99409556955828          26.24163118162522         11.55705176138279         146179840.1958603         -31787403.80896331        -13438374.449714          9.889164366558123         -18.48048647760406        -8.743416614294347        -224476378.0625148        -83678416.58285598        -32324960.09235604        6.235100541618459         26.53009155588256         11.50039909506445         146794596.5141392         -31139232.42173418        -13500016.16575605        
53.09367688657221         11 Sep 2023 02:15:30.717   5.584490583928216         26.32252126560338         11.59794584779947         146593359.810873          -29910131.17079893        -12611418.46475098        10.0396565792455          -18.42385606805136        -8.721501648571895        -223764651.5849798        -84996400.00504926        -32948693.36726126        5.826469990251227         26.61542454238251         11.53760249877334         147225366.0656984         -29241196.00072195        -12677238.120982          
53.09367688657585         11 Sep 2023 02:15:30.717   5.58449058392729          26.32252126560356         11.59794584779956         146593359.810874          -29910131.1707947         -12611418.46474912        10.03965657924616         -18.42385606805111        -8.721501648571801        -223764651.5849766        -84996400.00505506        -32948693.367264          5.826469990249424         26.61542454238287         11.5376024987735          147225366.0657002         -29241196.00071358        -12677238.12097837        
54.09367688657585         12 Sep 2023 02:15:30.717   5.087575607097406         26.41353961415639         11.6443902122282          147054409.0937381         -27631878.6766823         -11607325.50687287        10.22134208637432         -18.35406221574004        -8.694390465355955        -222889373.6287216        -86585216.27699381        -33701064.48241313        5.329909936504409         26.71140244235788         11.57945523255422         147707338.906135          -26937419.65137305        -11678556.29965819        
55.09367688657585         13 Sep 2023 02:15:30.717   4.588498745023498         26.49694276854177         11.68747477954181         147472430.6008077         -25346090.86352825        -10599364.69943599        10.40262794951271         -18.28285308412003        -8.666619324327351        -221998415.2156445        -88167941.25625925        -34451064.65560293        4.831060278290758         26.79935592724162         11.61781013744622         148146308.5399549         -24625696.7916975         -10676409.10178291        
56.09367688657585         14 Sep 2023 02:15:30.717   4.087389870268744         26.57268748864833         11.72717859270136         147847243.1473353         -23053427.55785401        -9587827.255945837        10.58350204913515         -18.2102278694695         -8.638187538430319        -221091811.3986591        -89744452.61833343        -35198636.85436247        4.3301362202392           26.8791959179692          11.65261976666385         148542086.3619744         -22306724.65542366        -9671100.844973948        
57.09367688657585         15 Sep 2023 02:15:30.717   3.584379915395157         26.64073209333393         11.76348139834347         148178676.8142511         -20754552.25450974        -8573006.192196736        10.76395218931048         -18.13618581957309        -8.609094458490908        -220169598.2863217        -91314627.93746921        -35943724.04282937        3.827364101503169         26.95084558158224         11.68384259154018         148894502.840084          -19981207.65730245        -8662939.719549021        
57.92037478008933         15 Sep 2023 22:05:57.415   3.167201070610564         26.69114177562692         11.79091093097249         148419805.3551732         -18849860.87584933        -7731786.031323149        10.9128010968338          -18.07390511818853        -8.58454350140401         -219395447.0395483        -92607817.32505231        -36557769.09382337        3.410496389560258         27.00384910942871         11.7069214188842          149152997.222634          -18054271.15239729        -7827562.439531421        
57.92037478009297         15 Sep 2023 22:05:57.415   3.167201070608916         26.6911417756271          11.7909109309726          148419805.3551742         -18849860.87584181        -7731786.031319828        10.91280109683446         -18.07390511818825        -8.5845435014039          -219395447.0395449        -92607817.32505798        -36557769.09382606        3.410496389558421         27.00384910942894         11.70692141888429         149152997.2226351         -18054271.1523888         -7827562.439527742        
58.92037478009297         16 Sep 2023 22:05:57.415   2.661676618055176         26.74520203919058         11.82102048919536         148671624.3355111         -16541354.72057565        -6711725.811740311        11.09244505887597         -17.99727320268529        -8.55424080847237         -218444817.149008         -94166102.41042666        -37298169.41072827        2.904967076532691         27.06038838921602         11.73150926881558         149425834.4810839         -15718636.25192468        -6814995.947991888        
