Sat.ElapsedDays           Sat.A1Gregorian            Sat.SunICRF.VX            Sat.SunICRF.VY            Sat.SunICRF.VZ            Sat.SunICRF.X             Sat.SunICRF.Y             Sat.SunICRF.Z             Mars.SunICRF.VX           Mars.SunICRF.VY           Mars.SunICRF.VZ           Mars.SunICRF.X            Mars.SunICRF.Y            Mars.SunICRF.Z            Sat.ElectricTank1.FuelMass   
823.5386428240745         20 Oct 2025 12:56:15.774   -4.693501690850791        26.29076820101017         11.50876821105102         154887943.1889758         17969446.87163486         7139686.283245813         22.54737021404394         -7.811670571957503        -4.191183102217447        -102249833.3889903        -185257747.1110015        -82215405.45917143        3771.538428740076            
824.5386428240745         21 Oct 2025 12:56:15.774   -5.161804242511231        26.23334608839897         11.48580336372958         154462190.8989517         20238538.67491674         8133073.688011788         22.6467620020035          -7.629539798875633        -4.11032469466177         -100297434.9214633        -185924815.457638         -82574034.75077805        3771.295385540076            
825.3653407407401         22 Oct 2025 08:46:42.474   -5.548586182128769        26.18062134481013         11.46452110905627         154079684.7880018         22110445.35151423         8952719.09749658          22.72767048053299         -7.478126221653518        -4.043057032028411        -98676955.10744581        -186464365.2496611        -82865221.86060736        3771.094462232977            
825.3653407407437         22 Oct 2025 08:46:42.474   -5.548586182130043        26.18062134480994         11.4645211090562          154079684.7880005         22110445.35152041         8952719.097499277         22.72767048053334         -7.47812622165285         -4.043057032028115        -98676955.10743864        -186464365.2496635        -82865221.86060861        3771.094462232977            
826.3653407407437         23 Oct 2025 08:46:42.474   -6.015916186993353        26.11039371360819         11.43595593475858         153580093.6073495         24369467.37425962         9942041.725468867         22.82400268835838         -7.293956662692356        -3.96118096296277         -96709110.63931502        -187102527.042734         -83211009.28786705        3770.851764632977            
827.3653407407437         24 Oct 2025 08:46:42.474   -6.482535165513786        26.0331916930263          11.40434017724793         153040154.9478849         26622120.4887486          10928764.50580431         22.91863546722396         -7.108685973300826        -3.878753990915584        -94733016.38539582        -187724728.9976571        -83549698.62993799        3770.609067032978            
828.3653407407437         25 Oct 2025 08:46:42.474   -6.948319699318688        25.94900926597765         11.36967064496559         152459935.5692642         28867801.84385664         11912623.70364339         23.01155149052941         -6.922325037885528        -3.795780642862855        -92748819.92599966        -188330876.4606874        -83881242.44953091        3770.366369432978            
829.3653407407437         26 Oct 2025 08:46:42.474   -7.413145640297287        25.8578421792076          11.33194493563004         151839512.9241087         31105908.12541688         12893355.41465513         23.1027334451295          -6.734884972630603        -3.712265551074614        -90756670.32267913        -188920875.6563866        -84205593.88362221        3770.123671832978            
830.1920385416634         27 Oct 2025 04:37:09.164   -7.796603620257336        25.77719888881841         11.29844838622936         151296317.2890498         32949996.58407389         13701574.84204447         23.17679172839251         -6.579121940094321        -3.642818124417367        -89103866.55559002        -189396367.686319         -84468270.70033461        3769.92303426077             
830.192038541667          27 Oct 2025 04:37:09.164   -7.796603620258862        25.77719888881808         11.29844838622922         151296317.2890476         32949996.58408123         13701574.8420477          23.17679172839284         -6.579121940093639        -3.642818124417062        -89103866.55558273        -189396367.686321         -84468270.70033574        3769.92303426077             
831.192038541667          28 Oct 2025 04:37:09.164   -8.259359852971777        25.67318101335739         11.25509743635558         150602690.672133          35172703.30428123         14675909.98920385         23.26476142127746         -6.389740110180583        -3.558325739773707        -87097578.71879233        -189956630.0965829        -84779363.91604614        3769.680682260769            
832.192038541667          29 Oct 2025 04:37:09.164   -8.720802849207411        25.56217633868456         11.20868774951494         149869137.7393662         37386121.04721803         15646367.44706175         23.35094820525745         -6.199311859802329        -3.473305290065673        -85083767.1999689         -190500484.6878216        -85083134.00099811        3769.438330260768            
833.192038541667          30 Oct 2025 04:37:09.164   -9.180805929026391        25.44418768861728         11.15921999012715         149095777.4210208         39589646.2645146          16612682.97177497         23.43533484948833         -6.007849217632582        -3.387761828921663        -83062586.7790124         -191027841.5564256        -85379535.58020823        3769.195978260766            
834.192038541667          31 Oct 2025 04:37:09.164   -9.639241818825123        25.3192197923625          11.10669567180163         148282739.6166148         41782675.71399099         17574592.47353586         23.51790415447379         -5.815364454238271        -3.301700521631552        -81034193.71509835        -191538611.7829891        -85668523.87376268        3768.953626260765            
835.0187364583362         01 Nov 2025 00:27:35.864   -10.01695555198205        25.21064400687349         11.06096767501964         147580743.8466547         43587294.78253864         18366286.42134586         23.5847796068895          -5.655474832150972        -3.230166564126991        -79351991.57871282        -191948277.9918163        -85901800.7624644         3768.753274367265            
836.0187364583362         02 Nov 2025 00:27:35.864   -10.4721817202776         25.07293083531269         11.0026515532768          146695599.6797981         45759595.34227323         19319456.75401318         23.66398489317553         -5.461155456034255        -3.14317302068795         -77310831.55417845        -192428523.5971903        -86177132.62804213        3768.511267967266            
837.0187364583362         03 Nov 2025 00:27:35.864   -10.92547800131187        24.92826241928356         10.94128773272199         145771206.4150462         47919696.94660503         20267456.84838242         23.74132442275968         -5.265849985839338        -3.055676849230357        -75262908.67494906        -192891937.3707592        -86444926.36896133        3768.269261567267            
838.0187364583362         04 Nov 2025 00:27:35.864   -11.37671516385379        24.77665107411496         10.87688108218839         144807736.3727635         50066999.17389663         21210023.61227225         23.81678115248029         -5.069571639485847        -2.967683657643819        -73208384.87292033        -193338434.6356287        -86705138.91133273        3768.027255167268            
839.0187364583362         05 Nov 2025 00:27:35.864   -11.8257635434676         24.61811115708542         10.80943738207613         143805373.0659702         52200902.73192971         22146894.41123153         23.89033808953924         -4.872333886369965        -2.879199179756048        -71147423.58302525        -193767931.8086798        -86957727.77512521        3767.785248767269            
839.8454343749981         05 Nov 2025 20:18:02.564   -12.19524571504347        24.48182666163967         10.75139335625824         142947492.7153567         53954454.06518994         22916916.18904952         23.94970094000741         -4.708563191831736        -2.805682450566358        -69438887.74660212        -194110101.4898737        -87160756.0322334         3767.585182580569            
839.8454343750018         05 Nov 2025 20:18:02.564   -12.19524571504428        24.48182666163936         10.75139335625812         142947492.7153547         53954454.0651938          22916916.18905121         23.94970094000767         -4.708563191831015        -2.805682450566033        -69438887.74659458        -194110101.4898752        -87160756.03223428        3767.585182580569            
840.8454343750018         06 Nov 2025 20:18:02.564   -12.63995034987563        24.3105758245065          10.67837560808635         141874594.3287817         56062335.42497224         23842703.83769178         24.0197438466527          -4.509608516749157        -2.716315704577239        -67366593.86306845        -194508333.1289844        -87399309.83758652        3767.34360818057             
841.8454343750018         07 Nov 2025 20:18:02.564   -13.0820977321057         24.13244838570855         10.60234192843421         140763382.9850639         58155123.52068938         24762052.38264146         24.08783924916327         -4.309733901473091        -2.626474457487905        -65288332.25033435        -194889335.3554575        -87630121.58352047        3767.102033780571            
842.8454343750018         08 Nov 2025 20:18:02.564   -13.52155694972114        23.94746680343948         10.52330161710377         139614085.2715233         60232225.14496361         25674701.76475278         24.15397039581653         -4.10895379440926         -2.536164879603236        -63204271.85447133        -195253029.2189728        -87853150.76818976        3766.860459380572            
843.8454343750018         09 Nov 2025 20:18:02.564   -13.95819684502392        23.75565570467937         10.44126494497552         138426939.1232896         62293049.11147571         26580392.65265527         24.21812060615731         -3.90728290260283         -2.4453932884123          -61114583.1578303         -195599336.9931392        -88068357.43961951        3766.618884980573            
844.6721322916637         10 Nov 2025 16:08:29.264   -14.31694392417807        23.59194817765076         10.37119088998891         137417126.899963          63984018.26343066         27323687.35260782         24.26964590441505         -3.739900041249548        -2.370008330209917        -59382914.4254895         -195872446.9824441        -88240333.56030345        3766.419175927374            
844.6721322916674         10 Nov 2025 16:08:29.264   -14.31694392417935        23.59194817765017         10.37119088998866         137417126.8999594         63984018.26343668         27323687.35261046         24.26964590441527         -3.739900041248809        -2.370008330209586        -59382914.42548186        -195872446.9824452        -88240333.56030419        3766.419175927374            
845.6721322916674         11 Nov 2025 16:08:29.264   -14.74807734340415        23.3876350950418          10.28366654907187         136161495.4925885         66013584.94856226         28215998.53614438         24.33013474173856         -3.536640798223125        -2.278409469114511        -57283389.40011016        -196186799.6745329        -88441148.47281881        3766.177947127372            
846.6721322916674         12 Nov 2025 16:08:29.264   -15.17601985348974        23.17657414923167         10.19317993613391         134868751.0581092         68025207.28887355         29100619.4468702          24.38859593980002         -3.332533772157021        -2.18636705648396         -55178725.61559103        -196483554.1622292        -88634029.74501106        3765.936718327371            
847.6721322916674         13 Nov 2025 16:08:29.264   -15.60063985153253        22.95879852203606         10.09974502729645         133539174.968835          70018303.66513968         29977294.82308865         24.44501314993845         -3.127594675567419        -2.093887855783889        -53069098.9449814         -196762637.810459         -88818939.49981384        3765.695489527369            
848.6721322916674         14 Nov 2025 16:08:29.264   -16.02180571975476        22.73434367280458         10.00337681236338         132173059.9792369         71992295.41180477         30845770.63059188         24.4993701211345          -2.921839484068908        -2.00097876610868         -50954686.70298357        -197023979.314006         -88995840.51548287        3765.454260727368            
849.4988302083329         15 Nov 2025 11:58:55.964   -16.36728096278           22.54377087979447         9.921505912671392         131016322.3875979         73609355.53622688         31557366.71196365         24.54273981306481         -2.751137440756818        -1.923851412836142        -49203220.20591415        -197226583.6092707        -89136010.92027116        3765.254837380969            
849.4988302083366         15 Nov 2025 11:58:55.964   -16.36728096278019        22.54377087979436         9.92150591267135          131016322.3875973         73609355.53622776         31557366.71196405         24.54273981306499         -2.751137440756064        -1.923851412835804        -49203220.20590644        -197226583.6092715        -89136010.92027172        3765.254837380969            
850.4988302083366         16 Nov 2025 11:58:55.964   -16.78177270052415        22.30711844738547         9.819778135675545         129584256.2033845         75546961.40358895         32410210.95944665         24.59329173917894         -2.543933617574362        -1.83017525500724         -47080528.55876961        -197455336.3206996        -89298187.74806985        3765.013954180969            
851.4988302083366         17 Nov 2025 11:58:55.964   -17.19243867188429        22.06389959078134         9.715164815410111         128116542.2608225         77463836.51046553         33254141.16381742         24.64173806846138         -2.335960303759093        -1.736089363047023        -44953560.07140128        -197666153.2342502        -89452253.25722754        3764.77307098097             
852.4988302083366         18 Nov 2025 11:58:55.964   -17.59914771942236        21.81415870516317         9.607684823957928         126613516.7702168         79359415.40683013         34088908.86242484         24.68806297518632         -2.127234495120673        -1.641601106216667        -42822497.34301348        -197858968.562007         -89598172.4484051         3764.532187780971            
853.4988302083366         19 Nov 2025 11:58:55.964   -18.00176892527929        21.55794256028664         9.497358066509808         125075527.2677726         81233136.58106369         34914267.25176857         24.73225075682182         -1.917773456432329        -1.54671797941061         -40687524.34504612        -198033718.0113817        -89735910.92512362        3764.291304580972            
854.3255281249985         20 Nov 2025 07:49:22.664   -18.33143551558733        21.34127487842848         9.404016536687763         123777929.4387386         82765237.35458046         35589310.24169527         24.76715595403826         -1.744069772315729        -1.467985562358958        -38919725.91851304        -198164497.4651415        -89843577.928749          3764.092166941373            
854.3255281250022         20 Nov 2025 07:49:22.664   -18.33143551558841        21.34127487842775         9.404016536687447         123777929.4387343         82765237.3545855          35589310.24169748         24.76715595403841         -1.744069772314965        -1.467985562358611        -38919725.91850527        -198164497.4651421        -89843577.92874944        3764.092166941373            
855.3255281250022         21 Nov 2025 07:49:22.664   -18.72623138947976        21.07321938303292         9.28859919098559          122177006.6118189         84597589.23984037         36396851.46704742         24.80739973946119         -1.5333111488741          -1.372400896541974        -36778089.46544473        -198306085.2232659        -89966285.54671393        3763.851629341374            
