Sat.EarthMJ2000Eq.VX      Sat.EarthMJ2000Eq.VY      Sat.EarthMJ2000Eq.VZ      Sat.EarthMJ2000Eq.X       Sat.EarthMJ2000Eq.Y       Sat.EarthMJ2000Eq.Z       Sat.UTCGregorian           
3.251994498846745         1.356779203756899         -0.0002374222915290429    14188.75314865096         -28981.85187569841        4.422344375559813         13 Oct 2022 11:50:26.289   
3.087959509023396         1.675340518329097         -0.0002860389059723694    17181.95481394837         -27549.85549666332        4.175134658511782         13 Oct 2022 12:06:09.768   
2.892970703914241         1.974587341043967         -0.0003314002113421792    20031.81018323048         -25810.1852297639         3.88085075807519          13 Oct 2022 12:22:02.004   
2.66925621359691          2.251533687747239         -0.0003730549482951172    22706.92596561914         -23777.10040164747        3.541960477958782         13 Oct 2022 12:38:03.158   
2.419335005241711         2.503441402899245         -0.0004105927934495886    25177.28132285657         -21468.08569144649        3.161426789475443         13 Oct 2022 12:54:13.382   
2.145975491723922         2.727861453620295         -0.000443650528102762     27414.68593615657         -18903.58658804387        2.742663007459782         13 Oct 2022 13:10:32.865   
1.852180316150428         2.922641588942704         -0.000471913140994102     29392.92487207098         -16106.97713359886        2.289526729475115         13 Oct 2022 13:27:01.780   
1.54114290909143          3.085957567996558         -0.0004951184067181939    31088.14853958465         -13104.25740557195        1.806269556982402         13 Oct 2022 13:43:40.316   
1.216217480853781         3.216326353833219         -0.0005130587429482418    32479.09878390368         -9923.864780038504        1.297505874136944         13 Oct 2022 14:00:28.669   
0.8808828644782791        3.312620549534603         -0.0005255832151962479    33547.3597373696          -6596.416502049908        0.7681706612877441        13 Oct 2022 14:17:27.038   
0.5386952969244736        3.374080240637074         -0.0005325990507219804    34277.59854137884         -3154.328011146965        0.2234579076190177        13 Oct 2022 14:34:35.655   
0.1932658232532984        3.400314276239856         -0.0005340716854397693    34657.70261645687         368.3376045973968         -0.3312040028275725       13 Oct 2022 14:51:54.740   
-0.1517904791830299       3.391305174309392         -0.0005300251626115826    34678.97100788406         3936.315247916458         -0.8902235570283685       13 Oct 2022 15:09:24.537   
-0.4928895408133064       3.34740522832313          -0.0005205412722228963    34336.22003162333         7513.443696072614         -1.447894852973745        13 Oct 2022 15:27:05.307   
-0.8265074053760544       3.269332286282705         -0.0005057586831176885    33627.89053317822         11062.92215937052         -1.998438644316411        13 Oct 2022 15:44:57.298   
-1.149232244465087        3.15815791888209          -0.0004858707061726273    32556.08990452699         14547.82588617339         -2.536083479175173        13 Oct 2022 16:03:00.794   
-1.457790902650397        3.015294359012815         -0.0004611230577614041    31126.61684447252         17931.37413309856         -3.055107936565407        13 Oct 2022 16:21:16.088   
-1.749087720192684        2.842474998985387         -0.0004318105180289952    29348.92466724394         21177.34750118031         -3.549905803956923        13 Oct 2022 16:39:43.498   
-2.020226365097813        2.641739560924006         -0.0003982744495287339    27236.13158600225         24250.33792583287         -4.015025418355532        13 Oct 2022 16:58:23.330   
-2.268553568390725        2.41540160792236          -0.0003608973786496021    24804.84662906186         27116.26412913881         -4.445249187826573        13 Oct 2022 17:17:15.934   
-2.491676671812444        2.166026411438953         -0.0003200993981395221    22075.09627535299         29742.61748813571         -4.835631670923995        13 Oct 2022 17:36:21.673   
-2.687486874193169        1.896403814572666         -0.0002763337397438983    19070.19656156739         32098.78949392451         -5.181550029316133        13 Oct 2022 17:55:40.913   
